wavelength_nm,absorbance
750.0,-0.059612659524991424
750.0501253132832,0.0361716350931535
750.1002506265664,0.01241230047603925
750.1503759398496,-0.006492257181613595
750.2005012531329,0.06316322789107588
750.250626566416,-0.02770571200438432
750.3007518796992,-0.07151733118366875
750.3508771929825,-0.10463239555235787
750.4010025062656,-0.03492668855070683
750.4511278195489,-0.01057482009734077
750.5012531328321,0.026023074483003405
750.5513784461153,-0.08060293707263062
750.6015037593985,0.005533538877765634
750.6516290726817,-0.06832885762044041
750.7017543859649,0.0009520265413864507
750.7518796992481,-0.05006149707575516
750.8020050125314,0.048025362943622245
750.8521303258145,0.02692588883049653
750.9022556390977,-0.00354026735124901
750.952380952381,-0.1026499453084165
751.0025062656641,-0.019189268203929657
751.0526315789474,0.03665978835124324
751.1027568922306,0.02775957777379586
751.1528822055138,-0.026698294337231827
751.203007518797,-0.10178502462152282
751.2531328320802,0.05363371041480842
751.3032581453634,-0.02570864679827595
751.3533834586466,0.04716026600910849
751.4035087719299,-0.060241958873213895
751.453634085213,0.04749000470369957
751.5037593984962,0.026027052886559095
751.5538847117795,-0.11541791152922797
751.6040100250626,-0.025954910398588264
751.6541353383459,-0.03627978631553479
751.704260651629,-0.04016302480089358
751.7543859649123,0.04089585942448896
751.8045112781955,-0.03462276513975634
751.8546365914787,-0.07804992739794175
751.9047619047619,0.04157907648337905
751.9548872180451,-0.04616127323325531
752.0050125313284,0.04454526932112041
752.0551378446115,-0.0006439442090857024
752.1052631578947,0.010062791624535508
752.155388471178,-0.04530719883080994
752.2055137844611,-0.01975599196863307
752.2556390977444,-0.0113118405536823
752.3057644110276,0.03329953167242217
752.3558897243108,0.01198884023334419
752.406015037594,-0.03756041234733149
752.4561403508771,-0.02565250914093721
752.5062656641604,-0.09182673131299288
752.5563909774436,-0.0028913351326122915
752.6065162907269,-0.07334661914244761
752.65664160401,0.04336699113231686
752.7067669172932,-0.010436986439603897
752.7568922305765,0.014032630717130503
752.8070175438596,0.01909879398248743
752.8571428571429,0.026648730794499677
752.907268170426,-0.10203414467204554
752.9573934837093,0.01640131343991586
753.0075187969925,-0.12514616181296537
753.0576441102756,0.04979193362464625
753.1077694235589,-0.05148998628182264
753.1578947368421,0.07203687241857255
753.2080200501254,0.03160166374912267
753.2581453634085,0.058397808931712744
753.3082706766917,-0.09009036336480798
753.358395989975,0.061261535234501084
753.4085213032581,0.060354698016759974
753.4586466165414,-0.011087291212110294
753.5087719298245,0.06411896843014525
753.5588972431078,-0.01444021522111702
753.609022556391,0.052174415176381495
753.6591478696741,0.034290947266428354
753.7092731829574,0.05146390320199096
753.7593984962406,0.09286060449609504
753.8095238095239,0.016751729256725002
753.859649122807,0.1680385331809955
753.9097744360902,0.07143804167235554
753.9598997493734,0.057533077820032905
