wavelength_nm,absorbance
750.0,-0.08081030882585764
750.0501253132832,-0.004803931953232211
750.1002506265664,0.05039491444268456
750.1503759398496,0.048349107861073035
750.2005012531329,0.032423185816826135
750.250626566416,-0.14004947581920668
750.3007518796992,-0.06062360331269173
750.3508771929825,0.0014206180048584112
750.4010025062656,0.030096456147298195
750.4511278195489,-0.014218805630703433
750.5012531328321,0.026850400287206228
750.5513784461153,-0.015891863856675348
750.6015037593985,0.03682885160502578
750.6516290726817,0.06631000399129837
750.7017543859649,0.09539652257992443
750.7518796992481,-0.02252838872938845
750.8020050125314,0.034732740682073694
750.8521303258145,0.02567583393481543
750.9022556390977,-0.023324458218984653
750.952380952381,-0.006317031207067664
751.0025062656641,-0.04688524192721093
751.0526315789474,0.04967823908414183
751.1027568922306,-0.01919230281501991
751.1528822055138,-0.006155984803880243
751.203007518797,-0.03771249317016726
751.2531328320802,0.08284261574340643
751.3032581453634,0.046009162549672175
751.3533834586466,0.04480231526904263
751.4035087719299,-0.0219556373772508
751.453634085213,-0.0397821681398872
751.5037593984962,0.03152300789437003
751.5538847117795,-0.072790532756057
751.6040100250626,-0.03567937671232623
751.6541353383459,0.07089508202725875
751.704260651629,0.08168434633478877
751.7543859649123,-0.01356290176653844
751.8045112781955,-0.04375819514772189
751.8546365914787,0.023152086815096135
751.9047619047619,-0.010588574063047845
751.9548872180451,-0.050411851906101715
752.0050125313284,-0.07273762917697967
752.0551378446115,0.04444327777257954
752.1052631578947,0.04493572458895799
752.155388471178,-0.009369476777813362
752.2055137844611,-0.11131216394798965
752.2556390977444,-0.025504226136581088
752.3057644110276,0.034445737089322366
752.3558897243108,0.02669218276837242
752.406015037594,-0.054186281052955615
752.4561403508771,0.07384092337518129
752.5062656641604,0.05080995762047569
752.5563909774436,0.008176954963098724
752.6065162907269,0.06496987548175154
752.65664160401,0.04693197866570898
752.7067669172932,-0.0318109438916146
752.7568922305765,-0.059226493716803545
752.8070175438596,0.04992678264337583
752.8571428571429,-0.016305449787074332
752.907268170426,-0.08138954797419597
752.9573934837093,-0.046675362362051914
753.0075187969925,-0.022080487673276625
753.0576441102756,0.010530917091262023
753.1077694235589,-0.016840416825255045
753.1578947368421,0.09115233506640504
753.2080200501254,0.003965391476785444
753.2581453634085,0.004115900789217896
753.3082706766917,-0.004691641212858031
753.358395989975,0.026871800672984995
753.4085213032581,-0.014893488843105556
753.4586466165414,0.07512774860574047
753.5087719298245,-0.07163866771600719
753.5588972431078,-0.11533694949728082
753.609022556391,0.011703273726488658
753.6591478696741,0.01646080515297582
753.7092731829574,-0.011371847183576424
753.7593984962406,0.04085430203160321
753.8095238095239,-0.006646677798658729
753.859649122807,-0.0032145560339943216
753.9097744360902,-0.02511301579662391
753.9598997493734,0.04192261549949702
754.0100250626566,0.005312326163157934
754.0601503759399,0.09460810111637216
754.110275689223,0.037464871929318425
754.1604010025063,-0.10090830389851853
754.2105263157895,-0.06586978167947294
754.2606516290726,0.005355330481244971
754.3107769423559,-0.006651735055432263
754.3609022556391,-0.05723238097535455
754.4110275689223,0.005125636107710873
754.4611528822055,-0.0016216184299363997
754.5112781954887,-0.029678039433849477
754.561403508772,-0.038461825562424945
754.6115288220551,0.010733776601251726
754.6616541353384,-0.10785490337071799
754.7117794486215,0.05618654595279204
754.7619047619048,0.05614737372070699
754.812030075188,0.030118603568887892
754.8621553884711,0.03570312302194157
754.9122807017544,0.07686497985272181
754.9624060150376,0.07637530218219744
755.0125313283208,0.03711867484236187
755.062656641604,0.011663762470096541
755.1127819548872,0.015761916726886614
755.1629072681704,0.02744368754223504
755.2130325814536,0.03468086041813307
755.2631578947369,0.010512311884094471
755.31328320802,0.007866422954998451
755.3634085213033,-0.042802200221071056
755.4135338345865,0.029151777439308413
755.4636591478696,-0.0001562339463227723
755.5137844611529,-0.0514078471999133
755.5639097744361,0.053124706596744675
755.6140350877193,0.003804035124385166
755.6641604010025,0.06272334934264408
755.7142857142857,0.033369008614636576
755.7644110275689,0.059266074783682496
755.8145363408521,0.1259139657970804
755.8646616541354,0.06324529937952632
755.9147869674185,0.10245980316560717
755.9649122807018,0.16822188341040104
756.015037593985,0.1863242721693301
756.0651629072681,0.13729328667220247
756.1152882205514,0.23962774372280182
756.1654135338346,0.22022548218034912
756.2155388471178,0.28684301304823806
756.265664160401,0.44089260722454887
756.3157894736842,0.4447621329516097
756.3659147869674,0.47821441624542715
756.4160401002506,0.4866112982109225
756.4661654135339,0.6161088501203924
756.516290726817,0.7693334252688949
756.5664160401002,0.6852104489638782
756.6165413533835,0.7062172326368357
756.6666666666666,0.8137741603272333
756.7167919799499,0.7960018311557341
756.7669172932331,0.9641699568844959
756.8170426065163,1.0024278651055771
756.8671679197995,0.8647914373310294
756.9172932330827,1.0495322950788717
756.9674185463659,1.0253988433334176
757.0175438596491,0.942566251029538
757.0676691729324,1.023371100107413
757.1177944862155,0.9875740503477818
757.1679197994987,0.9968565215261889
757.218045112782,0.8828326710745344
757.2681704260651,0.8982328930198268
757.3182957393484,0.9344352636301456
757.3684210526316,0.7984431515505707
757.4185463659148,0.6769880210207418
757.468671679198,0.6368695425652267
757.5187969924812,0.5496485237173405
757.5689223057644,0.5209274924556956
757.6190476190476,0.4927034556973367
757.6691729323309,0.5119784496324428
757.719298245614,0.4657404560885816
757.7694235588972,0.3518250143728318
757.8195488721805,0.21400351593131603
757.8696741854636,0.22590409425867486
757.9197994987469,0.23095829566765483
757.9699248120301,0.07845668981989143
758.0200501253133,0.14675000587640638
758.0701754385965,0.11375219624721052
758.1203007518797,0.0847205785913567
758.1704260651629,0.08766795253851496
758.2205513784461,0.032616324534201886
758.2706766917294,0.0789963595005298
758.3208020050125,0.056961202759642435
758.3709273182957,-0.015555109378087597
758.421052631579,0.022889384753120835
758.4711779448621,-0.010526228941930338
758.5213032581454,0.06108451383596062
758.5714285714286,0.0878403832319167
758.6215538847118,0.1040029406543091
758.671679197995,0.01605358098457405
758.7218045112782,0.057540899709012126
758.7719298245614,-0.06847949716331692
758.8220551378446,0.07116411851798005
758.8721804511279,0.01761638071113454
758.922305764411,0.05895970300479998
758.9724310776942,0.014359890466185897
759.0225563909775,-0.05351510968786241
759.0726817042606,0.026288778609615635
759.1228070175439,-0.02361494319260568
759.172932330827,0.08074671074931142
759.2230576441103,-0.046150443892304584
759.2731829573935,0.06704313047811061
759.3233082706766,-0.05974089079879347
759.3734335839599,-0.012452028039402449
759.4235588972431,0.05478445685801615
759.4736842105264,0.026852438192627656
759.5238095238095,-0.036514979527606455
759.5739348370927,0.08925951291707078
759.624060150376,0.017287931394494922
759.6741854636591,-0.04542691401146326
759.7243107769424,-0.07544511048334052
